path,scope,family,format,size_bytes,modified_utc,resident,disposition,rights_boundary,rationale,conflict,local_enhancement,sha256,upstream_commit
nzulm_2023_data/MP_has_substance_dump.csv,local,nzmt_hierarchy_source,csv,311292,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/MPP_dump.csv,local,nzmt_hierarchy_source,csv,3684177,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/MPUU_dump.csv,local,nzmt_hierarchy_source,csv,2303755,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/MPUUSAI_dump.csv,local,nzmt_hierarchy_source,csv,3138559,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_alias_dump.csv,local,medsafe_regulatory_source,csv,101074,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_application_dump.csv,local,medsafe_regulatory_source,csv,3370490,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_classification_dump.csv,local,medsafe_regulatory_source,csv,331743,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_component_dump.csv,local,medsafe_regulatory_source,csv,1039228,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_dataset_dump.csv,local,medsafe_regulatory_source,csv,103,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_ingredient_dump.csv,local,medsafe_regulatory_source,csv,6950903,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_ingredient_type_dump.csv,local,medsafe_regulatory_source,csv,1823,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_name_and_address_dump.csv,local,medsafe_regulatory_source,csv,1203276,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_pack_shelf_life_dump.csv,local,medsafe_regulatory_source,csv,3915381,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_package_dump.csv,local,medsafe_regulatory_source,csv,3544136,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_prod_atc_dump.csv,local,medsafe_regulatory_source,csv,1037805,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_prod_report_dump.csv,local,medsafe_regulatory_source,csv,600913,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_product_dump.csv,local,medsafe_regulatory_source,csv,4479011,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_production_chain_dump.csv,local,medsafe_regulatory_source,csv,7199265,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_route_of_admin_dump.csv,local,medsafe_regulatory_source,csv,665554,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_substance_dump.csv,local,medsafe_regulatory_source,csv,497252,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_substance_name_dump.csv,local,medsafe_regulatory_source,csv,864600,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ms_substance_sct_dump.csv,local,medsafe_regulatory_source,csv,135345,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/MSP_dump.csv,local,nzmt_hierarchy_source,csv,120377,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZMT to SNOMED CT international edition map analysts guide version 2.docx,local,terminology_mapping_source,docx,517583,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZMT to SNOMED CT international edition map analysts guide version 2.pdf,local,terminology_mapping_source,pdf,600478,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/nzmt_atc_codes_dump.csv,local,terminology_mapping_source,csv,271567,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/nzmt_atc_links_dump.csv,local,terminology_mapping_source,csv,3808136,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/nzmt_pharmac_subsidy_codes_dump.csv,local,funding_formulary_source,csv,534970,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/nzmt_status_codes_dump.csv,local,nzmt_supporting_source,csv,236,2023-11-27T00:56:04+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/nzmt_to_snomed_ct_international_edition_map_dump.csv,local,terminology_mapping_source,csv,326120,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM - Getting Started.docx,local,governance_and_schema_documentation,docx,230068,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM - Getting Started.pdf,local,governance_and_schema_documentation,pdf,604321,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Data Overview - SNOMED-CT Mapping Table.docx,local,terminology_mapping_source,docx,75092,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Data Overview - SNOMED-CT Mapping Table.pdf,local,terminology_mapping_source,pdf,147008,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Data Overview v2.12.8.0.docx,local,governance_and_schema_documentation,docx,2718832,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Data Overview v2.12.8.0.pdf,local,governance_and_schema_documentation,pdf,975992,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Data Overview v3.8.2.0.docx,local,governance_and_schema_documentation,docx,3142818,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Data Overview v3.8.2.0.pdf,local,governance_and_schema_documentation,pdf,1187494,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM disclaimer statement.txt,local,governance_and_schema_documentation,txt,627,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Information ownership statement.txt,local,governance_and_schema_documentation,txt,473,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM MYSQL Schema v2.12.0.0.txt,local,governance_and_schema_documentation,txt,47024,2023-11-27T00:56:04+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM MYSQL Schema v3.8.0.0.txt,local,governance_and_schema_documentation,txt,62534,2023-11-27T00:56:04+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Release Notes December 2023 v2.12.27.2.docx,local,governance_and_schema_documentation,docx,78096,2023-11-27T00:56:36+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Release Notes December 2023 v2.12.27.2.pdf,local,governance_and_schema_documentation,pdf,209207,2023-11-27T00:56:36+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Release Notes November 2023 v2.12.26.1.docx,local,governance_and_schema_documentation,docx,77545,2023-11-27T00:56:36+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/NZULM Release Notes November 2023 v2.12.26.1.pdf,local,governance_and_schema_documentation,pdf,208483,2023-11-27T00:56:36+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/nzulm_2023.zip,local,release_archive,zip,36527993,2025-09-07T04:54:52+00:00,False,superseded,local-only-review-required,Preserved release archive; extracted source family is the working input.,Duplicate archive surfaces require digest comparison before deletion.,Recoverable source-release boundary.,,
nzulm_2023_data/partition_code_mapping table definition.docx,local,governance_and_schema_documentation,docx,21507,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/partition_code_mapping table definition.pdf,local,governance_and_schema_documentation,pdf,551478,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/partition_code_mapping_dump.csv,local,nzmt_supporting_source,csv,13066968,2023-11-27T00:56:36+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/PF_dump.csv,local,nzmt_hierarchy_source,csv,1346,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/PMI_dump.csv,local,nzmt_hierarchy_source,csv,220,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/preferredterm_index_dump.csv,local,nzmt_supporting_source,csv,17064239,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/prescribing_term_index_dump.csv,local,nzmt_supporting_source,csv,7452189,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/prescribing_term_selection_list_dump.csv,local,funding_formulary_source,csv,2458082,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_atc_dump.csv,local,funding_formulary_source,csv,28080,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_brand_dump.csv,local,funding_formulary_source,csv,208913,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_cfbp_dump.csv,local,funding_formulary_source,csv,254989,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_chemical_dump.csv,local,funding_formulary_source,csv,59772,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_formulation_dump.csv,local,funding_formulary_source,csv,186785,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_note_dump.csv,local,funding_formulary_source,csv,953146,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_pack_dump.csv,local,funding_formulary_source,csv,334951,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_request_dump.csv,local,funding_formulary_source,csv,17149,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_rule_dump.csv,local,funding_formulary_source,csv,109327,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ps_schedule_dump.csv,local,funding_formulary_source,csv,224,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/PSRT_dump.csv,local,nzmt_hierarchy_source,csv,703,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/substance_dump.csv,local,nzmt_hierarchy_source,csv,250300,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/The New Zealand Universal List of Medicines Tall Man lettering resource.docx,local,governance_and_schema_documentation,docx,42851,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/The New Zealand Universal List of Medicines Tall Man lettering resource.pdf,local,governance_and_schema_documentation,pdf,317735,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/THT_dump.csv,local,nzmt_hierarchy_source,csv,2322808,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/TP_dump.csv,local,nzmt_hierarchy_source,csv,678860,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/TPP_dump.csv,local,nzmt_hierarchy_source,csv,6574774,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/TPUU_dump.csv,local,nzmt_hierarchy_source,csv,4342593,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/UDFI_dump.csv,local,nzmt_hierarchy_source,csv,280,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/UOM_dump.csv,local,nzmt_hierarchy_source,csv,12379,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/Use Cases v3.docx,local,governance_and_schema_documentation,docx,26878,2023-11-27T00:56:04+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/version.txt,local,governance_and_schema_documentation,txt,270,2023-11-27T00:56:38+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/who_atc_dump.csv,local,terminology_mapping_source,csv,324369,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
scripts/integrate_nzulm_2023.py,local,implementation_support,py,9248,2025-09-07T05:16:06+00:00,False,adapted,source-code-or-documentation,"Existing implementation, validation, or design surface to retain and evolve.",Some legacy documentation may overstate completion or current recency.,Maintainer-owned implementation and test evidence.,,
scripts/medsafe_scraper.py,local,implementation_support,py,17794,2025-09-02T02:07:21+00:00,False,adapted,source-code-or-documentation,"Existing implementation, validation, or design surface to retain and evolve.",Some legacy documentation may overstate completion or current recency.,Maintainer-owned implementation and test evidence.,,
